,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
20,50.54496,26.25794,300.15,0.45,0.63,2022-07-01,130,1,nominal,2.0NRT,287.68,0.77,N
21,50.54309,26.26365,298.99,0.45,0.63,2022-07-01,130,1,nominal,2.0NRT,288.89,0.77,N
22,48.75009,26.6062,305.63,0.53,0.67,2022-07-01,130,1,nominal,2.0NRT,288.76,1.36,N
1901,47.51651,37.17516,333.96,0.52,0.5,2022-07-01,934,1,nominal,2.0NRT,298.57,3.29,D
1903,47.54652,36.5205,344.28,0.55,0.51,2022-07-01,934,1,nominal,2.0NRT,308.62,8.25,D
1904,47.54913,36.51105,330.54,0.55,0.51,2022-07-01,934,1,low,2.0NRT,303.88,3.01,D
1905,47.88835,37.65619,332.31,0.48,0.48,2022-07-01,934,1,nominal,2.0NRT,304.02,3.49,D
1906,47.98542,37.99702,332.6,0.46,0.47,2022-07-01,934,1,nominal,2.0NRT,304.03,2.82,D
1907,47.98692,37.99547,332.44,0.46,0.47,2022-07-01,934,1,nominal,2.0NRT,303.98,2.4,D
1908,46.60825,32.81668,353.28,0.43,0.62,2022-07-01,934,1,nominal,2.0NRT,304.22,8.56,D
1909,48.16496,38.2203,346.49,0.45,0.47,2022-07-01,934,1,nominal,2.0NRT,304.12,5.21,D
1910,48.36313,39.0321,335.18,0.41,0.45,2022-07-01,934,1,low,2.0NRT,308.1,3.28,D
1911,48.37359,39.02037,338.74,0.41,0.45,2022-07-01,934,1,nominal,2.0NRT,304.01,4.45,D
1912,48.37627,39.01301,332.46,0.41,0.45,2022-07-01,934,1,low,2.0NRT,303.61,3.22,D
1913,48.05967,37.67759,342.32,0.48,0.48,2022-07-01,934,1,nominal,2.0NRT,299.6,4.52,D
1914,48.12363,37.86091,345.45,0.47,0.47,2022-07-01,934,1,nominal,2.0NRT,303.51,7.06,D
1915,47.48878,35.3667,343.3,0.62,0.54,2022-07-01,934,1,nominal,2.0NRT,301.32,11.27,D
1916,47.4934,35.36396,348.4,0.62,0.54,2022-07-01,934,1,nominal,2.0NRT,301.91,19.01,D
1917,48.08657,37.40429,349.69,0.49,0.48,2022-07-01,934,1,nominal,2.0NRT,304.96,9.14,D
1918,48.08509,37.39838,334.34,0.49,0.48,2022-07-01,934,1,low,2.0NRT,305.46,6.02,D
1919,47.56614,35.38552,340.26,0.62,0.54,2022-07-01,934,1,nominal,2.0NRT,300.23,21.23,D
1920,47.56404,35.37786,333.57,0.62,0.54,2022-07-01,934,1,low,2.0NRT,303.85,21.23,D
1921,46.51637,31.70967,367,0.48,0.65,2022-07-01,934,1,high,2.0NRT,302.62,9.13,D
1922,46.51273,31.69816,367,0.48,0.65,2022-07-01,934,1,high,2.0NRT,301.47,8.95,D
1923,46.51455,31.70391,330.1,0.48,0.65,2022-07-01,934,1,nominal,2.0NRT,298.97,8.95,D
1924,48.46082,38.77576,342.17,0.42,0.45,2022-07-01,934,1,nominal,2.0NRT,309.16,6.56,D
1925,46.07711,30.20984,338.26,0.58,0.7,2022-07-01,934,1,nominal,2.0NRT,297.89,7.91,D
1926,46.07946,30.20781,337.35,0.58,0.7,2022-07-01,934,1,nominal,2.0NRT,297.56,4.54,D
1927,48.45514,38.23434,335.1,0.44,0.46,2022-07-01,934,1,low,2.0NRT,305.68,5.21,D
1928,48.43079,38.13266,334.52,0.45,0.47,2022-07-01,934,1,nominal,2.0NRT,302.73,4.96,D
1929,48.43343,38.1246,337.6,0.45,0.47,2022-07-01,934,1,nominal,2.0NRT,304.95,4.96,D
1930,48.43204,38.11882,340.24,0.45,0.47,2022-07-01,934,1,nominal,2.0NRT,302.92,8.3,D
1931,48.43746,38.12234,330.9,0.45,0.47,2022-07-01,934,1,low,2.0NRT,305.38,4.88,D
1932,48.49476,38.17242,347.97,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,308.97,29.65,D
1933,48.4988,38.17024,339.35,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,304.62,4.88,D
1934,47.1111,32.81903,367,0.41,0.61,2022-07-01,937,1,high,2.0NRT,300.63,5.49,D
1935,47.02546,32.43339,351.01,0.43,0.62,2022-07-01,937,1,nominal,2.0NRT,300.01,6.55,D
1936,47.02387,32.42816,349.63,0.43,0.62,2022-07-01,937,1,nominal,2.0NRT,301.11,6.55,D
1937,47.06381,32.53926,367,0.43,0.62,2022-07-01,937,1,high,2.0NRT,301.96,15.01,D
1938,47.06224,32.53409,348.64,0.43,0.62,2022-07-01,937,1,nominal,2.0NRT,302.53,11.98,D
1939,47.06136,32.53854,367,0.43,0.62,2022-07-01,937,1,high,2.0NRT,303.24,20.13,D
1940,47.0277,32.4297,367,0.43,0.62,2022-07-01,937,1,high,2.0NRT,300.84,11.24,D
1941,48.60822,38.1339,333,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,303.69,4.27,D
1942,48.60689,38.1284,339.6,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,306.12,4.27,D
1943,47.87542,35.15644,333.95,0.62,0.54,2022-07-01,937,1,nominal,2.0NRT,306.04,5.85,D
1944,47.09279,32.43735,367,0.43,0.62,2022-07-01,937,1,high,2.0NRT,301.36,19.7,D
1945,47.09119,32.43213,347.1,0.43,0.62,2022-07-01,937,1,nominal,2.0NRT,304.06,24,D
1946,48.76008,38.27299,332.45,0.43,0.46,2022-07-01,937,1,low,2.0NRT,306.44,4.26,D
1947,48.7641,38.27095,342.44,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,302.65,4.26,D
1948,48.76942,38.27436,342.93,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,301.35,4.21,D
1949,48.77344,38.27227,335.64,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,302.29,4.21,D
1950,48.77744,38.27013,340.76,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,302.24,3.75,D
1951,48.78006,38.24328,330.67,0.43,0.46,2022-07-01,937,1,low,2.0NRT,305.32,2.95,D
1952,48.84769,38.51002,332.23,0.42,0.45,2022-07-01,937,1,nominal,2.0NRT,306.96,2.87,D
1953,48.78807,38.25795,352.2,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,306.33,7.34,D
1954,48.84821,38.45537,337.42,0.42,0.45,2022-07-01,937,1,nominal,2.0NRT,303.63,6.51,D
1955,48.85215,38.45317,341.04,0.42,0.45,2022-07-01,937,1,nominal,2.0NRT,304.11,6.51,D
1956,48.85087,38.44773,331.75,0.42,0.45,2022-07-01,937,1,low,2.0NRT,304.49,9.07,D
1957,48.87012,38.49185,340.29,0.42,0.45,2022-07-01,937,1,nominal,2.0NRT,301.24,3.1,D
1958,48.85302,38.28523,338.27,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,303.27,2.26,D
1959,48.85832,38.28871,336.45,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,301.92,4.77,D
1960,48.8549,38.28862,344.23,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,303.04,5.54,D
1961,48.86417,38.27096,331.81,0.43,0.46,2022-07-01,937,1,low,2.0NRT,305.47,2.36,D
1962,48.86814,38.26876,339.83,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,303.14,2.36,D
1963,48.82763,38.10009,344.02,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,304.62,8.76,D
1964,48.87871,38.27533,340.15,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,302.3,3.51,D
1965,49.00432,38.60053,335.22,0.41,0.45,2022-07-01,937,1,nominal,2.0NRT,304.26,4.75,D
1966,49.00824,38.59839,345.96,0.41,0.45,2022-07-01,937,1,nominal,2.0NRT,305.01,4.75,D
1967,49.00697,38.59293,355.66,0.41,0.45,2022-07-01,937,1,nominal,2.0NRT,308.13,4.75,D
1968,48.88915,38.09176,337.47,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,306.4,2.3,D
1969,48.99616,38.23394,340.02,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,300.44,3.16,D
1970,48.98033,38.16752,342.14,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,305.16,28.88,D
1971,48.99895,38.1511,341.42,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,302.27,6.64,D
1972,48.96125,37.97402,339.27,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,305.37,5.63,D
1973,49.08021,38.36287,339.92,0.42,0.45,2022-07-01,937,1,nominal,2.0NRT,301.86,3.64,D
1974,48.97458,37.91547,340.01,0.44,0.46,2022-07-01,937,1,nominal,2.0NRT,307.76,4.59,D
1975,49.08418,38.36081,342.81,0.42,0.45,2022-07-01,937,1,nominal,2.0NRT,302.7,3.64,D
1976,49.07474,38.21893,347.4,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,308.55,10.41,D
1977,49.0787,38.21672,335.75,0.43,0.46,2022-07-01,937,1,nominal,2.0NRT,302.76,1.98,D
1978,48.99752,37.70968,350.62,0.45,0.47,2022-07-01,937,1,nominal,2.0NRT,303.8,13.85,D
1979,49.00158,37.70745,334.96,0.45,0.47,2022-07-01,937,1,nominal,2.0NRT,300.8,3.73,D
1980,49.06701,37.45029,340.95,0.46,0.47,2022-07-01,937,1,nominal,2.0NRT,304.41,8.34,D
1981,49.06557,37.44437,339.69,0.46,0.47,2022-07-01,937,1,nominal,2.0NRT,302.1,6.79,D
1982,49.1048,37.5295,339.58,0.45,0.47,2022-07-01,937,1,nominal,2.0NRT,301.37,4.43,D
