,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
195,51.03635,35.22818,295.5,0.47,0.39,2022-08-01,7,1,nominal,2.0NRT,284.16,0.6,N
199,50.39076,36.04102,303.79,0.51,0.41,2022-08-01,7,1,nominal,2.0NRT,286.13,1,N
200,49.39462,39.73147,303.07,0.5,0.49,2022-08-01,7,1,nominal,2.0NRT,288.19,1.15,N
202,50.11378,36.65497,299.73,0.54,0.42,2022-08-01,7,1,nominal,2.0NRT,285.99,0.86,N
204,50.13734,36.27896,299.7,0.52,0.42,2022-08-01,7,1,nominal,2.0NRT,286.78,0.74,N
205,51.37827,29.46622,299.68,0.39,0.36,2022-08-01,7,1,nominal,2.0NRT,284.76,0.97,N
206,51.37501,29.46496,303.08,0.39,0.36,2022-08-01,7,1,nominal,2.0NRT,285.81,0.81,N
207,49.72555,36.86686,308.21,0.56,0.43,2022-08-01,7,1,nominal,2.0NRT,287.51,0.8,N
208,49.23328,38.40464,299.95,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,286.38,0.56,N
209,49.23185,38.41044,297.53,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,286.52,0.41,N
210,49.4992,36.99468,300.69,0.38,0.43,2022-08-01,7,1,nominal,2.0NRT,286.1,0.54,N
211,49.49541,36.99258,299.08,0.38,0.43,2022-08-01,7,1,nominal,2.0NRT,286.57,0.54,N
212,49.35668,37.58828,315.06,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,289.79,1.72,N
213,49.35278,37.58617,307.87,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,290.21,1.15,N
214,49.34887,37.58407,305.5,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,290.59,1.15,N
215,49.3669,37.07728,299.48,0.39,0.44,2022-08-01,7,1,nominal,2.0NRT,286.45,0.55,N
216,49.22393,37.12968,307.28,0.39,0.44,2022-08-01,7,1,nominal,2.0NRT,288.88,0.91,N
217,49.12771,37.29896,305.46,0.4,0.44,2022-08-01,7,1,nominal,2.0NRT,285.41,0.61,N
218,48.92748,38.14484,319.46,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,287.2,1.69,N
219,48.746,38.7143,303.86,0.47,0.48,2022-08-01,7,1,nominal,2.0NRT,286.79,1.42,N
220,48.95435,37.25537,300.11,0.4,0.45,2022-08-01,7,1,nominal,2.0NRT,288.07,0.22,N
224,48.74168,37.7271,315.78,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,288.53,1.66,N
225,48.46796,38.76039,310.23,0.48,0.48,2022-08-01,7,1,nominal,2.0NRT,290.13,1.38,N
226,48.4638,38.75799,299.44,0.48,0.48,2022-08-01,7,1,nominal,2.0NRT,288.96,1.38,N
228,48.9585,36.59135,303.99,0.57,0.43,2022-08-01,7,1,nominal,2.0NRT,286.47,1.23,N
230,48.67435,37.73964,300.15,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,287.82,0.61,N
231,48.65311,37.80954,299.35,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,287.9,0.72,N
234,48.43468,38.51329,307.29,0.47,0.48,2022-08-01,7,1,nominal,2.0NRT,287.2,1.08,N
235,48.43056,38.51093,307.81,0.47,0.48,2022-08-01,7,1,nominal,2.0NRT,287.27,1.08,N
236,48.42644,38.5086,305.54,0.47,0.48,2022-08-01,7,1,nominal,2.0NRT,287.3,0.56,N
237,48.42231,38.50628,298.21,0.47,0.48,2022-08-01,7,1,nominal,2.0NRT,287.09,0.56,N
242,48.38829,38.27922,302.7,0.46,0.47,2022-08-01,7,1,nominal,2.0NRT,287.95,0.71,N
243,48.4485,37.80954,303.62,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,287.2,0.73,N
248,49.56135,32.39777,304.7,0.41,0.37,2022-08-01,7,1,nominal,2.0NRT,285.85,0.76,N
249,48.28871,38.08896,306.96,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,288.4,0.97,N
250,48.10129,37.92508,301.84,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,288.58,0.61,N
255,48.16097,37.53108,298.8,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,287.93,0.32,N
256,48.05873,37.95552,304.74,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,289.75,0.85,N
259,48.15426,37.54026,298.06,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,287.31,0.79,N
260,48.15291,37.54591,308.21,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,288.42,1.1,N
266,48.09793,37.68016,337.1,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,288.07,2.49,N
267,48.09657,37.68581,301.16,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,287.97,2.49,N
270,48.10204,37.62547,305.41,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,289.31,0.93,N
274,48.23345,36.96249,317.06,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,286.68,2.36,N
275,48.06566,37.66269,314.67,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,288.85,2.34,N
276,48.23078,36.95515,337.36,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,287.99,2.36,N
277,48.22954,36.96042,311.73,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,286.98,2.36,N
278,48.13008,37.37779,306.54,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,288.12,0.95,N
279,48.1261,37.37567,309.71,0.43,0.46,2022-08-01,7,1,nominal,2.0NRT,287.46,0.81,N
280,48.02595,37.65845,306.57,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,288.62,0.7,N
281,47.89968,38.02639,313.75,0.46,0.47,2022-08-01,7,1,nominal,2.0NRT,288.36,1.28,N
282,47.94301,37.51249,317.62,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,289.49,2.18,N
283,48.00512,37.00638,302.3,0.42,0.45,2022-08-01,7,1,nominal,2.0NRT,286.91,1,N
284,47.8571,37.47294,300.36,0.44,0.46,2022-08-01,7,1,nominal,2.0NRT,283.32,0.72,N
295,49.28574,30.08346,324.33,0.39,0.36,2022-08-01,7,1,nominal,2.0NRT,282.22,2.29,N
296,47.9049,36.74936,305.42,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,282.96,0.61,N
297,47.90099,36.74732,298.72,0.41,0.45,2022-08-01,7,1,nominal,2.0NRT,283.14,0.47,N
300,47.53178,38.13396,306.65,0.48,0.48,2022-08-01,7,1,nominal,2.0NRT,288.04,1.39,N
304,47.52798,38.11118,306.01,0.48,0.48,2022-08-01,7,1,nominal,2.0NRT,288.36,2.55,N
305,47.52382,38.10887,329.47,0.48,0.48,2022-08-01,7,1,nominal,2.0NRT,288.99,2.55,N
315,47.81411,36.29569,306.09,0.39,0.44,2022-08-01,7,1,nominal,2.0NRT,263.17,1.02,N
316,47.81295,36.30071,296.74,0.39,0.44,2022-08-01,7,1,nominal,2.0NRT,261.58,0.33,N
329,47.40841,37.48531,337.88,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,283.11,7.27,N
330,47.40702,37.49099,338.78,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,284.33,7.27,N
333,47.40152,37.4946,302.86,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,280.03,1.37,N
334,47.39743,37.49252,356.41,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,284.49,6.74,N
335,47.39883,37.48684,299.59,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,280.88,2.81,N
336,47.396,37.49831,301.27,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,281.56,6.74,N
337,47.39332,37.49046,339.25,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,283.33,6.74,N
338,47.39473,37.48476,310,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,282.06,2.81,N
339,47.40453,37.48802,338.72,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,282.25,3.97,N
340,47.39906,37.49164,324.94,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,281.41,3.97,N
341,47.39767,37.49744,337.49,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,282.79,4.99,N
342,47.39497,37.48956,355.04,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,284.81,13.48,N
343,47.39358,37.49532,302.81,0.45,0.47,2022-08-01,7,1,nominal,2.0NRT,281.78,3.17,N
349,48.11537,34.07874,313.08,0.48,0.4,2022-08-01,7,1,nominal,2.0NRT,288.59,1.19,N
351,47.87765,35.15903,321.87,0.53,0.42,2022-08-01,7,1,nominal,2.0NRT,276.67,2.93,N
353,47.86438,35.14502,307.32,0.53,0.42,2022-08-01,7,1,nominal,2.0NRT,276.59,1.32,N
354,47.86068,35.14326,298.94,0.53,0.42,2022-08-01,7,1,nominal,2.0NRT,276.32,1.32,N
357,48.00566,34.33232,303.91,0.49,0.41,2022-08-01,7,1,nominal,2.0NRT,289.26,0.59,N
362,47.83932,34.63157,300.83,0.51,0.41,2022-08-01,7,1,nominal,2.0NRT,285.45,0.63,N
363,47.83568,34.62989,301.32,0.51,0.41,2022-08-01,7,1,nominal,2.0NRT,286.63,0.63,N
373,48.31644,31.74515,305.39,0.41,0.37,2022-08-01,9,1,nominal,2.0NRT,281.79,0.88,N
374,47.88652,33.44504,303.24,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,289.65,0.67,N
375,47.87862,33.40885,307.68,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,290.4,1.36,N
376,47.87741,33.41484,310.35,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,292.04,1.36,N
377,47.91642,32.86723,302.43,0.45,0.39,2022-08-01,9,1,nominal,2.0NRT,284.25,0.55,N
379,48.02448,31.87318,305.53,0.42,0.38,2022-08-01,9,1,nominal,2.0NRT,285.05,0.58,N
380,48.02113,31.8718,308.15,0.42,0.38,2022-08-01,9,1,nominal,2.0NRT,285.36,0.97,N
383,47.47247,34.54718,306.07,0.52,0.41,2022-08-01,9,1,nominal,2.0NRT,285.5,1.39,N
386,47.38932,33.72621,301.26,0.48,0.4,2022-08-01,9,1,nominal,2.0NRT,289.53,0.72,N
387,47.25725,34.35435,306.46,0.51,0.41,2022-08-01,9,1,nominal,2.0NRT,277.82,0.92,N
388,47.2538,34.29572,298.58,0.51,0.41,2022-08-01,9,1,nominal,2.0NRT,278.93,0.59,N
389,47.62026,32.33127,298.77,0.44,0.38,2022-08-01,9,1,nominal,2.0NRT,287.36,0.53,N
390,47.19563,34.36106,298.36,0.51,0.41,2022-08-01,9,1,nominal,2.0NRT,267.94,0.53,N
391,47.14736,34.32459,296.45,0.51,0.41,2022-08-01,9,1,nominal,2.0NRT,268.39,0.46,N
394,47.29899,33.37824,322.96,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,281.06,2.6,N
395,47.59019,31.90889,300.5,0.42,0.38,2022-08-01,9,1,nominal,2.0NRT,288.22,0.35,N
396,47.58859,31.90703,301.26,0.42,0.38,2022-08-01,9,1,nominal,2.0NRT,288.43,0.54,N
397,47.29887,33.37759,323.2,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,281.41,2.1,N
398,47.58522,31.90563,302.79,0.42,0.38,2022-08-01,9,1,nominal,2.0NRT,288.4,0.8,N
399,47.27603,33.43356,321.05,0.48,0.4,2022-08-01,9,1,nominal,2.0NRT,281.05,2.25,N
400,47.2748,33.43964,302,0.48,0.4,2022-08-01,9,1,nominal,2.0NRT,280.35,1,N
403,47.27373,33.42593,334.16,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,283.81,3.16,N
404,47.84053,30.41231,300.2,0.4,0.37,2022-08-01,9,1,nominal,2.0NRT,281.31,1.22,N
405,47.72703,31.05498,295.84,0.41,0.37,2022-08-01,9,1,nominal,2.0NRT,264.29,0.21,N
406,47.2725,33.432,298.43,0.48,0.4,2022-08-01,9,1,nominal,2.0NRT,282.01,3.16,N
407,47.83725,30.41107,323.83,0.4,0.37,2022-08-01,9,1,nominal,2.0NRT,282.11,1.22,N
408,47.26543,33.42889,298.5,0.48,0.4,2022-08-01,9,1,nominal,2.0NRT,282.79,0.61,N
409,47.28589,33.1955,299.5,0.47,0.39,2022-08-01,9,1,nominal,2.0NRT,282.25,0.45,N
410,47.24442,33.39981,304.98,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,283.5,0.75,N
411,47.28238,33.194,301.23,0.47,0.39,2022-08-01,9,1,nominal,2.0NRT,283.22,0.78,N
414,47.12928,33.66196,300.99,0.49,0.4,2022-08-01,9,1,nominal,2.0NRT,289.58,0.56,N
415,47.12825,33.64803,320.62,0.49,0.4,2022-08-01,9,1,nominal,2.0NRT,289.94,2.79,N
416,47.12698,33.65422,326.79,0.49,0.4,2022-08-01,9,1,nominal,2.0NRT,290.5,2.79,N
417,47.12468,33.64646,338.47,0.49,0.4,2022-08-01,9,1,nominal,2.0NRT,291.54,5.5,N
418,47.34291,32.53455,306.46,0.44,0.39,2022-08-01,9,1,nominal,2.0NRT,286.33,1.28,N
420,46.85033,34.84868,318.38,0.54,0.42,2022-08-01,9,1,nominal,2.0NRT,290.61,2.13,N
421,47.3246,32.53299,300.68,0.44,0.39,2022-08-01,9,1,nominal,2.0NRT,286.07,0.26,N
422,47.02134,34.0121,305.2,0.5,0.41,2022-08-01,9,1,nominal,2.0NRT,285.77,0.84,N
423,46.83388,34.84856,300.7,0.54,0.42,2022-08-01,9,1,nominal,2.0NRT,290.6,0.57,N
424,46.92924,34.38966,347.34,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,291.81,5.4,N
425,46.92698,34.3814,330.81,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,291.17,5.4,N
426,46.92557,34.38798,331.87,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,291.48,5.4,N
427,46.92416,34.39457,302.49,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,290.81,1.39,N
428,46.92331,34.37972,343.77,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,294.28,8.34,N
429,46.9219,34.3863,324.76,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,291.3,8.34,N
430,46.82422,34.76124,308.12,0.54,0.42,2022-08-01,9,1,nominal,2.0NRT,290.76,1.48,N
431,47.18784,32.92041,303,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,274.12,0.93,N
432,46.81826,34.63912,304.09,0.53,0.42,2022-08-01,9,1,nominal,2.0NRT,290.58,1.47,N
433,47.17737,32.91604,295.49,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,273.23,0.71,N
434,47.17589,32.91467,295.68,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,271.14,0.47,N
435,46.81652,34.6386,303.97,0.54,0.42,2022-08-01,9,1,nominal,2.0NRT,290.31,0.68,N
436,47.17009,32.9058,296.14,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,266.22,0.35,N
437,46.90402,34.11365,316.26,0.51,0.41,2022-08-01,9,1,nominal,2.0NRT,280.07,1.84,N
438,46.90266,34.12011,301.96,0.51,0.41,2022-08-01,9,1,nominal,2.0NRT,281.22,1.28,N
440,47.1562,32.78548,304.16,0.46,0.39,2022-08-01,9,1,nominal,2.0NRT,284.8,0.61,N
441,47.06532,33.18216,302.8,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,283.45,0.25,N
442,47.0618,33.18064,302.98,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,284.58,0.76,N
443,47.05937,33.19261,305.34,0.47,0.4,2022-08-01,9,1,nominal,2.0NRT,283.31,0.61,N
444,47.16056,32.61173,316.08,0.45,0.39,2022-08-01,9,1,nominal,2.0NRT,287.32,1.27,N
445,47.15942,32.61748,305.66,0.45,0.39,2022-08-01,9,1,nominal,2.0NRT,284.79,1.08,N
446,47.15483,32.62177,309.86,0.45,0.39,2022-08-01,9,1,nominal,2.0NRT,283.53,1.08,N
447,46.77987,34.39413,308.62,0.52,0.42,2022-08-01,9,1,nominal,2.0NRT,290.46,0.73,N
